Date,Temperature,Wind Speed
2015-09-06,56.8,2.19
2015-09-07,62.5,2.42
2015-09-08,57.6,2.76
2015-09-09,64.6,7.48
2015-09-10,65.0,9.09
2015-09-11,63.7,4.83
2015-09-12,61.5,5.29
2015-09-13,62.4,9.55
2015-09-14,57.6,5.98
2015-09-15,54.1,5.52
2015-09-16,57.2,6.33
2015-09-17,60.5,6.56
2015-09-18,59.0,5.29
2015-09-19,58.2,4.37
2015-09-20,63.8,7.83
2015-09-21,59.1,9.09
2015-09-22,54.7,8.98
2015-09-23,53.8,5.98
2015-09-24,57.1,5.52
2015-09-25,60.5,7.02
2015-09-26,57.9,8.75
2015-09-27,53.5,6.67
2015-09-28,58.2,9.09
2015-09-29,59.5,3.45
2015-09-30,57.7,4.37
2015-10-01,52.2,2.07
2015-10-02,55.9,1.96
2015-10-03,54.2,3.22
2015-10-04,56.6,2.65
2015-10-05,60.7,3.8
2015-10-06,57.8,4.03
2015-10-07,58.6,1.5
2015-10-08,57.9,1.84
2015-10-09,57.8,3.57
2015-10-10,63.4,7.94
2015-10-11,56.4,3.34
2015-10-12,56.7,1.27
2015-10-13,59.1,2.76
2015-10-14,53.5,2.07
2015-10-15,58.8,2.65
2015-10-16,55.5,1.73
2015-10-17,57.1,0.92
2015-10-18,59.3,1.04
2015-10-19,57.6,1.96
2015-10-20,57.5,1.84
2015-10-21,53.4,1.73
2015-10-22,52.3,2.65
2015-10-23,47.0,2.3
2015-10-24,52.6,2.42
2015-10-25,55.8,3.91
2015-10-26,56.6,7.83
2015-10-27,48.9,2.53
2015-10-28,55.7,2.07
2015-10-29,58.9,4.95
2015-10-30,59.8,9.9
2015-10-31,61.0,15.42
2015-11-01,55.9,9.55
2015-11-02,51.1,2.76
2015-11-03,46.1,2.88
2015-11-04,42.3,1.04
2015-11-05,50.4,1.61
2015-11-06,52.7,2.19
2015-11-07,51.4,2.3
2015-11-08,49.9,2.76
2015-11-09,46.0,1.73
2015-11-10,41.3,1.84
2015-11-11,50.5,5.18
2015-11-12,42.0,2.53
2015-11-13,55.0,12.2
2015-11-14,55.1,11.16
2015-11-15,48.6,10.24
2015-11-16,41.0,4.6
2015-11-17,55.1,17.95
2015-11-18,47.4,6.9
2015-11-19,47.5,5.18
2015-11-20,42.0,4.49
2015-11-21,40.8,5.52
2015-11-22,38.4,2.53
2015-11-23,39.1,1.5
2015-11-24,43.8,3.11
2015-11-25,36.4,0.46
2015-11-26,36.7,4.6
2015-11-27,41.2,10.01
2015-11-28,41.2,8.63
2015-11-29,36.6,3.11
2015-11-30,34.8,1.5
2015-12-01,45.5,2.42
2015-12-02,50.0,1.38
2015-12-03,58.0,9.67
2015-12-04,48.7,4.83
2015-12-05,50.5,7.48
2015-12-06,52.7,8.63
2015-12-07,54.4,13.81
2015-12-08,59.3,16.23
2015-12-09,55.9,13.81
2015-12-10,52.5,13.69
2015-12-11,46.6,8.06
2015-12-12,45.2,5.52
2015-12-13,47.8,8.98
2015-12-14,43.2,5.18
2015-12-15,35.4,0.81
2015-12-16,45.6,0.92
2015-12-17,47.8,3.8
2015-12-18,50.7,10.47
2015-12-19,42.9,2.76
2015-12-20,45.3,6.21
2015-12-21,45.3,11.05
2015-12-22,43.0,4.49
2015-12-23,44.6,11.62
2015-12-24,39.5,4.03
2015-12-25,36.5,0.81
2015-12-26,34.9,1.15
2015-12-27,40.7,2.88
2015-12-28,40.6,1.38
2015-12-29,40.1,2.76
2015-12-30,38.1,5.87
2015-12-31,36.5,5.87
2016-01-01,37.0,18.99
2016-01-02,35.5,19.45
2016-01-03,33.2,11.97
2016-01-04,38.6,1.04
2016-01-05,45.4,3.8
2016-01-06,46.6,3.91
2016-01-07,43.4,0.23
2016-01-08,42.6,1.04
2016-01-09,46.7,3.57
2016-01-10,40.0,2.99
2016-01-11,46.4,9.55
2016-01-12,50.1,2.07
2016-01-13,50.4,6.1
2016-01-14,44.1,3.8
2016-01-15,44.3,3.8
2016-01-16,51.2,8.86
2016-01-17,51.5,5.52
2016-01-18,48.0,1.96
2016-01-19,45.1,3.91
2016-01-20,46.5,4.6
2016-01-21,54.6,4.03
2016-01-22,53.6,5.06
2016-01-23,48.7,2.53
2016-01-24,45.7,2.07
2016-01-25,49.0,2.07
2016-01-26,55.3,3.34
2016-01-27,55.3,0.92
2016-01-28,55.4,10.13
2016-01-29,48.5,7.25
2016-01-30,43.1,3.22
2016-01-31,38.7,1.61
2016-02-01,39.3,0.58
2016-02-02,42.7,2.65
2016-02-03,44.6,1.96
2016-02-04,50.7,11.62
2016-02-05,49.1,3.34
2016-02-06,46.2,4.03
2016-02-07,49.8,0.81
2016-02-08,53.3,3.11
2016-02-09,55.0,3.57
2016-02-10,51.7,3.45
2016-02-11,53.1,0.23
2016-02-12,55.2,3.22
2016-02-13,50.8,4.6
2016-02-14,52.2,6.67
2016-02-15,52.9,5.52
2016-02-16,51.9,1.38
2016-02-17,53.2,2.07
2016-02-18,47.0,4.14
2016-02-19,48.4,8.29
2016-02-20,43.7,3.8
2016-02-21,42.5,4.6
2016-02-22,44.0,1.5
2016-02-23,45.4,7.25
2016-02-24,49.1,2.07
2016-02-25,58.4,0.92
2016-02-26,48.6,0.35
2016-02-27,52.1,3.11
2016-02-28,50.1,7.13
2016-02-29,48.4,4.26
2016-03-01,51.0,7.83
2016-03-02,50.1,9.67
2016-03-03,54.0,8.29
2016-03-04,48.6,3.11
2016-03-05,54.2,4.83
2016-03-06,51.3,8.29
2016-03-07,45.4,3.57
2016-03-08,41.9,2.07
2016-03-09,49.0,5.64
2016-03-10,53.4,18.07
2016-03-11,44.9,2.65
2016-03-12,46.7,7.02
2016-03-13,46.0,10.36
2016-03-14,45.5,7.48
2016-03-15,43.4,3.68
2016-03-16,47.0,2.99
2016-03-17,43.6,4.37
2016-03-18,55.2,15.08
2016-03-19,53.6,3.11
2016-03-20,52.5,2.99
2016-03-21,51.4,7.25
2016-03-22,47.2,3.11
2016-03-23,48.8,4.37
2016-03-24,48.4,8.75
2016-03-25,47.6,2.42
2016-03-26,47.5,2.19
2016-03-27,48.9,5.98
2016-03-28,46.7,4.83
2016-03-29,45.3,4.95
2016-03-30,48.9,2.76
2016-03-31,51.6,1.96
2016-04-01,51.4,2.07
2016-04-02,53.4,1.73
2016-04-03,49.6,1.73
2016-04-04,51.5,7.02
2016-04-05,48.6,2.19
2016-04-06,49.8,1.61
2016-04-07,61.6,3.45
2016-04-08,55.6,2.19
2016-04-09,52.4,4.14
2016-04-10,51.6,1.38
2016-04-11,51.3,2.42
2016-04-12,51.5,5.18
2016-04-13,48.1,2.42
2016-04-14,47.1,7.71
2016-04-15,47.8,3.22
2016-04-16,51.1,0.81
2016-04-17,58.4,5.87
2016-04-18,65.8,5.98
2016-04-19,58.6,2.42
2016-04-20,54.7,1.96
2016-04-21,54.9,2.42
2016-04-22,57.0,5.87
2016-04-23,53.6,2.42
2016-04-24,50.3,2.42
2016-04-25,47.1,4.95
2016-04-26,45.3,3.8
2016-04-27,50.4,1.61
2016-04-28,52.7,3.11
2016-04-29,52.2,2.65
2016-04-30,51.0,7.36
2016-05-01,56.4,5.29
2016-05-02,66.5,6.1
2016-05-03,58.0,3.34
2016-05-04,55.8,6.67
2016-05-05,53.8,8.86
2016-05-06,54.7,6.33
2016-05-07,57.4,5.75
2016-05-08,54.9,11.16
2016-05-09,53.2,3.68
2016-05-10,53.6,4.03
2016-05-11,58.9,2.88
2016-05-12,55.4,2.65
2016-05-13,52.4,2.65
2016-05-14,54.1,2.07
2016-05-15,54.9,1.38
2016-05-16,55.2,3.68
2016-05-17,52.6,5.52
2016-05-18,54.0,4.14
2016-05-19,52.0,4.37
2016-05-20,50.7,1.96
2016-05-21,51.7,3.57
2016-05-22,55.2,5.64
2016-05-23,55.5,3.22
2016-05-24,56.0,4.37
2016-05-25,55.7,5.75
2016-05-26,54.3,4.83
2016-05-27,53.7,4.6
2016-05-28,53.1,3.68
2016-05-29,56.7,3.22
2016-05-30,53.9,6.21
2016-05-31,59.2,4.14
2016-06-01,58.1,2.42
2016-06-02,59.6,1.96
2016-06-03,60.8,2.07
2016-06-04,67.1,2.76
2016-06-05,64.5,3.22
2016-06-06,63.1,5.41
2016-06-07,58.8,3.91
2016-06-08,59.5,4.6
2016-06-09,57.0,2.65
2016-06-10,53.5,5.52
2016-06-11,56.2,3.8
2016-06-12,54.7,6.21
2016-06-13,54.8,5.64
2016-06-14,52.3,6.1
2016-06-15,52.2,3.34
2016-06-16,53.6,2.07
2016-06-17,54.3,3.11
2016-06-18,54.3,4.83
2016-06-19,55.2,5.18
2016-06-20,58.4,5.75
2016-06-21,59.7,4.6
2016-06-22,56.8,5.87
2016-06-23,59.1,5.64
2016-06-24,57.6,4.26
2016-06-25,56.8,4.37
2016-06-26,59.7,5.41
2016-06-27,58.9,3.34
2016-06-28,59.6,7.36
2016-06-29,59.8,8.98
2016-06-30,57.9,7.83
2016-07-01,56.9,5.87
2016-07-02,61.9,5.64
2016-07-03,59.4,8.06
2016-07-04,58.6,8.86
2016-07-05,59.1,6.79
2016-07-06,58.7,4.49
2016-07-07,60.3,3.68
2016-07-08,60.4,3.91
2016-07-09,59.7,5.52
2016-07-10,59.8,5.98
2016-07-11,60.9,4.72
2016-07-12,59.1,1.61
2016-07-13,58.9,4.72
2016-07-14,58.8,8.4
2016-07-15,57.4,6.79
2016-07-16,61.1,3.68
2016-07-17,62.2,2.07
2016-07-18,62.0,3.11
2016-07-19,62.2,3.8
2016-07-20,63.3,2.88
2016-07-21,60.3,3.8
2016-07-22,61.0,1.84
2016-07-23,61.1,4.95
2016-07-24,59.8,7.83
2016-07-25,63.2,5.52
2016-07-26,63.8,7.6
2016-07-27,60.9,7.48
2016-07-28,61.6,3.8
2016-07-29,60.7,4.26
2016-07-30,60.6,7.83
2016-07-31,61.5,8.63
2016-08-01,57.2,6.9
2016-08-02,59.9,5.87
2016-08-03,58.3,5.18
2016-08-04,59.7,5.41
2016-08-05,58.8,6.79
2016-08-06,58.4,6.1
2016-08-07,58.9,4.72
2016-08-08,60.3,2.19
2016-08-09,60.4,2.3
2016-08-10,62.3,2.76
2016-08-11,62.8,2.99
2016-08-12,62.8,1.61
2016-08-13,63.2,2.53
2016-08-14,60.0,5.41
2016-08-15,60.4,5.06
2016-08-16,60.0,4.6
2016-08-17,58.5,4.49
2016-08-18,60.9,2.19
2016-08-19,71.2,4.6
2016-08-20,65.8,2.76
2016-08-21,60.8,4.6
2016-08-22,56.5,7.25
2016-08-23,55.6,3.68
2016-08-24,59.9,1.61
2016-08-25,67.3,3.34
2016-08-26,69.8,2.99
2016-08-27,61.3,3.57
2016-08-28,60.5,2.19
2016-08-29,58.2,0.81
2016-08-30,61.3,3.45
2016-08-31,61.5,2.99
2016-09-01,61.2,3.22
2016-09-02,59.8,5.18
2016-09-03,57.5,1.96
2016-09-04,53.8,4.26
2016-09-05,55.0,3.22
2016-09-06,59.8,4.6
2016-09-07,61.8,2.19
2016-09-08,59.8,5.29
2016-09-09,55.9,4.26
2016-09-10,59.3,3.45
2016-09-11,58.7,6.67
2016-09-12,54.6,2.88
2016-09-13,58.3,3.11
2016-09-14,56.0,2.19
2016-09-15,56.4,1.96
2016-09-16,55.3,2.07
2016-09-17,59.0,2.42
2016-09-18,61.3,2.07
2016-09-19,58.2,2.53
2016-09-20,54.6,2.65
2016-09-21,52.5,3.91
2016-09-22,55.0,1.15
2016-09-23,54.4,2.76
2016-09-24,55.1,1.96
2016-09-25,58.6,2.42
2016-09-26,62.9,1.5
2016-09-27,61.5,5.41
2016-09-28,56.1,2.99
2016-09-29,52.9,3.57
2016-09-30,48.6,2.88
2016-10-01,54.9,5.75
2016-10-02,51.8,2.3
2016-10-03,49.0,2.76
2016-10-04,54.4,3.91
2016-10-05,56.8,9.09
2016-10-06,54.9,3.8
2016-10-07,56.6,8.63
2016-10-08,60.3,2.76
2016-10-09,58.4,4.49
2016-10-10,50.6,1.27
2016-10-11,48.7,2.99
2016-10-12,48.9,2.3
2016-10-13,57.2,5.41
2016-10-14,59.0,19.79
2016-10-15,57.1,11.05
2016-10-16,55.5,10.13
2016-10-17,55.2,9.09
2016-10-18,53.1,3.91
2016-10-19,49.9,2.19
2016-10-20,55.0,2.76
2016-10-21,53.2,1.27
2016-10-22,51.4,2.76
2016-10-23,54.8,0.81
2016-10-24,54.1,5.87
2016-10-25,59.1,10.82
2016-10-26,57.7,9.67
2016-10-27,58.3,8.98
2016-10-28,56.5,6.9
2016-10-29,56.2,5.29
2016-10-30,52.7,4.72
2016-10-31,55.6,8.4
2016-11-01,57.9,10.13
2016-11-02,56.2,3.22
2016-11-03,54.2,4.03
2016-11-04,51.0,1.73
2016-11-05,58.9,4.72
2016-11-06,53.4,2.3
2016-11-07,56.6,2.19
2016-11-08,56.5,2.65
2016-11-09,61.2,3.34
2016-11-10,52.4,0.69
2016-11-11,56.7,0.46
2016-11-12,57.6,7.36
2016-11-13,50.1,1.73
2016-11-14,55.0,6.67
2016-11-15,53.7,5.41
2016-11-16,46.2,1.38
2016-11-17,44.5,0.23
2016-11-18,44.3,7.83
2016-11-19,52.5,9.09
2016-11-20,53.2,5.64
2016-11-21,50.3,4.26
2016-11-22,48.8,5.52
2016-11-23,46.0,4.95
2016-11-24,49.5,13.0
2016-11-25,48.6,7.02
2016-11-26,50.0,2.88
2016-11-27,43.9,1.96
2016-11-28,47.9,9.21
2016-11-29,45.3,1.61
2016-11-30,47.3,2.53
2016-12-01,42.4,1.38
2016-12-02,45.8,1.15
2016-12-03,47.7,4.14
2016-12-04,46.6,5.52
2016-12-05,36.0,2.19
2016-12-06,34.8,2.3
2016-12-07,31.7,3.34
2016-12-08,34.2,17.26
2016-12-09,38.4,3.57
2016-12-10,43.0,5.29
2016-12-11,43.5,5.18
2016-12-12,41.2,3.8
2016-12-13,35.5,1.73
2016-12-14,35.6,13.0
2016-12-15,32.7,6.1
2016-12-16,31.2,0.69
2016-12-17,30.5,0.81
2016-12-18,33.0,0.0
2016-12-19,40.0,6.1
2016-12-20,50.5,11.62
2016-12-21,37.1,1.73
2016-12-22,35.4,2.07
2016-12-23,42.8,4.03
2016-12-24,36.5,2.53
2016-12-25,35.1,1.27
2016-12-26,35.1,1.38
2016-12-27,44.2,7.02
2016-12-28,38.2,1.84
2016-12-29,39.4,1.15
2016-12-30,43.0,3.34
2016-12-31,32.8,0.81
2017-01-01,40.0,3.91
2017-01-02,33.3,4.72
2017-01-03,32.7,15.88
2017-01-04,32.7,15.31
2017-01-05,34.4,9.9
2017-01-06,26.8,1.84
2017-01-07,34.7,10.24
2017-01-08,38.4,11.97
2017-01-09,39.9,2.65
2017-01-10,38.8,3.11
2017-01-11,36.5,4.72
2017-01-12,35.8,3.68
2017-01-13,32.2,1.38
2017-01-14,33.3,2.99
2017-01-15,34.3,3.22
2017-01-16,38.0,0.23
2017-01-17,43.7,4.37
2017-01-18,54.0,18.18
2017-01-19,48.6,8.4
2017-01-20,46.9,4.72
2017-01-21,44.1,1.5
2017-01-22,45.6,8.86
2017-01-23,42.4,2.99
2017-01-24,36.4,0.81
2017-01-25,41.8,0.46
2017-01-26,43.2,1.04
2017-01-27,40.8,0.0
2017-01-28,42.1,0.23
2017-01-29,41.6,0.0
2017-01-30,44.4,0.0
2017-01-31,44.5,1.73
2017-02-01,39.2,9.67
2017-02-02,39.4,18.87
2017-02-03,39.6,14.96
2017-02-04,49.0,12.54
2017-02-05,41.6,5.87
2017-02-06,35.5,4.95
2017-02-07,36.6,3.11
2017-02-08,41.8,3.45
2017-02-09,53.5,14.15
2017-02-10,48.0,12.77
2017-02-11,40.6,0.92
2017-02-12,38.8,0.35
2017-02-13,41.4,3.45
2017-02-14,43.5,1.61
2017-02-15,52.6,4.6
2017-02-16,52.9,9.09
2017-02-17,45.8,2.3
2017-02-18,45.8,2.07
2017-02-19,43.2,6.1
2017-02-20,43.4,3.11
2017-02-21,45.1,3.22
2017-02-22,39.7,2.3
2017-02-23,35.8,1.84
2017-02-24,36.3,2.88
2017-02-25,37.5,2.19
2017-02-26,39.4,4.14
2017-02-27,34.8,1.5
2017-02-28,40.5,4.26
2017-03-01,44.7,5.18
2017-03-02,44.6,3.8
2017-03-03,46.7,10.47
2017-03-04,41.0,5.18
2017-03-05,37.4,7.02
2017-03-06,36.6,3.68
2017-03-07,47.3,19.22
2017-03-08,45.5,2.88
2017-03-09,47.0,2.76
2017-03-10,51.2,11.97
2017-03-11,46.1,4.26
2017-03-12,49.6,3.22
2017-03-13,52.4,3.68
2017-03-14,53.9,5.41
2017-03-15,52.2,5.06
2017-03-16,45.1,4.37
2017-03-17,41.2,1.38
2017-03-18,50.1,10.36
2017-03-19,39.9,3.68
2017-03-20,44.3,4.83
2017-03-21,51.1,6.44
2017-03-22,49.8,7.71
2017-03-23,45.0,2.65
2017-03-24,49.0,5.29
2017-03-25,45.3,5.18
2017-03-26,46.2,3.34
2017-03-27,46.8,5.98
2017-03-28,48.3,6.79
2017-03-29,50.5,8.63
2017-03-30,46.3,7.13
2017-03-31,45.4,3.8
2017-04-01,48.4,1.15
2017-04-02,46.3,6.44
2017-04-03,42.0,2.65
2017-04-04,47.5,2.3
2017-04-05,51.7,5.52
2017-04-06,49.9,3.11
2017-04-07,53.4,15.65
2017-04-08,44.5,8.75
2017-04-09,44.2,4.83
2017-04-10,45.7,5.18
2017-04-11,42.9,1.73
2017-04-12,49.6,5.06
2017-04-13,46.9,4.72
2017-04-14,45.2,6.9
2017-04-15,44.5,2.88
2017-04-16,48.1,4.14
2017-04-17,49.7,1.96
2017-04-18,52.9,3.57
2017-04-19,50.0,3.11
2017-04-20,48.1,2.76
2017-04-21,49.9,3.8
2017-04-22,56.7,9.09
2017-04-23,49.5,4.6
2017-04-24,47.4,4.49
2017-04-25,48.3,1.5
2017-04-26,50.5,6.79
2017-04-27,47.2,5.98
2017-04-28,46.2,5.06
2017-04-29,46.3,4.26
2017-04-30,49.7,5.18
2017-05-01,43.8,1.96
2017-05-02,52.5,0.69
2017-05-03,56.2,2.19
2017-05-04,57.0,2.19
2017-05-05,53.1,4.83
2017-05-06,47.4,5.29
2017-05-07,47.3,7.25
2017-05-08,48.8,4.49
2017-05-09,50.4,3.8
2017-05-10,52.1,3.34
2017-05-11,53.3,3.45
2017-05-12,47.2,5.64
2017-05-13,46.8,2.53
2017-05-14,49.8,2.76
2017-05-15,47.4,3.22
2017-05-16,49.9,9.9
2017-05-17,50.9,6.44
2017-05-18,49.6,1.15
2017-05-19,56.4,2.42
2017-05-20,55.6,4.83
2017-05-21,58.1,2.99
2017-05-22,62.3,3.45
2017-05-23,59.6,6.67
2017-05-24,52.6,10.36
2017-05-25,52.2,6.21
2017-05-26,54.9,3.57
2017-05-27,56.1,1.96
2017-05-28,54.5,3.11
2017-05-29,54.4,3.68
2017-05-30,53.5,2.99
2017-05-31,55.3,4.49
2017-06-01,57.1,3.57
2017-06-02,57.3,3.68
2017-06-03,57.2,5.98
2017-06-04,53.4,7.71
2017-06-05,51.9,4.6
2017-06-06,55.4,4.03
2017-06-07,56.3,3.34
2017-06-08,55.5,3.45
2017-06-09,52.6,3.57
2017-06-10,51.9,2.07
2017-06-11,52.4,2.99
2017-06-12,53.6,5.52
2017-06-13,53.9,5.18
2017-06-14,53.2,2.3
2017-06-15,56.4,5.18
2017-06-16,56.8,6.1
2017-06-17,56.1,1.5
2017-06-18,59.4,1.61
2017-06-19,61.1,2.88
2017-06-20,59.9,3.8
2017-06-21,53.8,9.78
2017-06-22,55.5,7.48
2017-06-23,61.0,4.6
2017-06-24,70.1,4.95
2017-06-25,68.0,4.95
2017-06-26,58.1,4.37
2017-06-27,58.7,2.88
2017-06-28,59.8,3.91
2017-06-29,58.8,4.6
2017-06-30,57.7,5.06
2017-07-01,57.5,5.75
2017-07-02,57.4,5.29
2017-07-03,60.4,11.74
2017-07-04,55.6,5.52
2017-07-05,56.0,3.22
2017-07-06,58.7,3.45
2017-07-07,58.8,4.72
2017-07-08,56.9,5.98
2017-07-09,59.7,4.6
2017-07-10,60.0,7.6
2017-07-11,55.8,9.09
2017-07-12,56.7,6.21
2017-07-13,60.9,5.29
2017-07-14,57.6,5.18
2017-07-15,57.9,4.49
2017-07-16,58.0,6.44
2017-07-17,56.6,7.6
2017-07-18,57.5,5.29
2017-07-19,58.0,4.26
2017-07-20,61.2,4.49
2017-07-21,58.8,2.99
2017-07-22,63.2,3.22
2017-07-23,64.2,11.85
2017-07-24,57.3,7.94
2017-07-25,59.4,4.03
2017-07-26,59.9,5.75
2017-07-27,61.5,7.02
2017-07-28,56.7,6.56
2017-07-29,56.7,4.14
2017-07-30,61.0,4.83
2017-07-31,60.1,5.98
2017-08-01,63.4,4.14
2017-08-02,68.2,2.3
2017-08-03,68.1,2.53
2017-08-04,62.2,3.11
2017-08-05,63.6,4.37
2017-08-06,61.1,2.3
2017-08-07,59.8,3.22
2017-08-08,59.1,2.07
2017-08-09,59.0,3.34
2017-08-10,59.1,2.88
2017-08-11,58.4,2.65
2017-08-12,60.2,3.11
2017-08-13,61.8,4.37
2017-08-14,55.3,5.52
2017-08-15,56.9,4.26
2017-08-16,57.4,5.98
2017-08-17,63.8,7.48
2017-08-18,57.7,5.87
2017-08-19,60.1,7.36
2017-08-20,55.9,6.44
2017-08-21,60.7,3.68
2017-08-22,58.6,1.84
2017-08-23,61.2,2.07
2017-08-24,60.3,7.13
2017-08-25,56.1,6.1
2017-08-26,58.6,3.57
2017-08-27,62.5,2.88
2017-08-28,64.8,1.96
2017-08-29,62.4,4.03
2017-08-30,62.0,2.53
2017-08-31,62.9,3.8
2017-09-01,59.5,3.45
2017-09-02,64.2,2.19
2017-09-03,67.0,2.42
2017-09-04,66.7,1.61
2017-09-05,66.4,1.27
2017-09-06,62.7,3.11
2017-09-07,62.5,2.88
2017-09-08,61.5,1.61
2017-09-09,59.7,3.11
2017-09-10,59.8,2.76
2017-09-11,59.1,3.34
2017-09-12,59.1,4.49
2017-09-13,53.7,5.18
2017-09-14,55.9,2.76
2017-09-15,54.3,1.73
2017-09-16,55.7,2.42
2017-09-17,56.1,2.19
2017-09-18,55.7,5.98
2017-09-19,53.7,6.79
2017-09-20,54.0,5.87
2017-09-21,50.4,2.88
2017-09-22,52.3,1.38
2017-09-23,55.2,2.19
2017-09-24,54.3,1.5
2017-09-25,57.0,1.5
2017-09-26,60.4,2.07
2017-09-27,63.6,5.29
2017-09-28,65.5,4.26
2017-09-29,60.4,3.91
2017-09-30,54.0,2.99
2017-10-01,54.8,4.03
2017-10-02,52.7,3.8
2017-10-03,51.4,4.03
2017-10-04,51.6,1.61
2017-10-05,49.0,1.73
2017-10-06,49.5,1.15
2017-10-07,56.4,4.26
2017-10-08,53.6,3.34
2017-10-09,47.4,2.3
2017-10-10,47.5,1.38
2017-10-11,47.1,2.3
2017-10-12,50.7,6.33
2017-10-13,48.7,3.22
2017-10-14,43.2,1.38
2017-10-15,45.9,1.73
2017-10-16,46.9,2.3
2017-10-17,47.1,3.11
2017-10-18,52.2,3.11
2017-10-19,54.3,11.28
2017-10-20,50.5,5.41
2017-10-21,51.3,9.67
2017-10-22,60.0,24.17
2017-10-23,52.7,3.68
2017-10-24,55.7,5.87
2017-10-25,48.6,1.38
2017-10-26,54.8,2.88
2017-10-27,56.4,7.48
2017-10-28,53.8,4.49
2017-10-29,54.0,0.92
2017-10-30,55.0,4.6
2017-10-31,47.5,3.22
2017-11-01,51.0,2.88
2017-11-02,48.7,4.72
2017-11-03,43.9,5.06
2017-11-04,41.9,2.3
2017-11-05,46.7,7.48
2017-11-06,41.5,1.5
2017-11-07,42.9,8.4
2017-11-08,46.0,12.89
2017-11-09,49.6,9.67
2017-11-10,48.5,3.68
2017-11-11,48.0,2.3
2017-11-12,52.4,3.57
2017-11-13,52.6,14.85
2017-11-14,50.1,15.88
2017-11-15,48.2,7.83
2017-11-16,44.2,5.64
2017-11-17,42.9,4.72
2017-11-18,41.0,1.96
2017-11-19,38.2,3.22
2017-11-20,52.2,14.96
2017-11-21,52.4,3.8
