Date,Temperature,Wind Speed
2012-06-10,64.4,9.21
2012-06-11,68.0,12.77
2012-06-12,64.4,10.24
2012-06-13,62.6,18.3
2012-06-14,62.6,19.45
2012-06-15,69.8,14.96
2012-06-16,75.2,9.21
2012-06-17,71.6,10.24
2012-06-18,60.8,12.77
2012-06-19,59.0,10.24
2012-06-20,68.0,11.39
2012-06-21,68.0,13.81
2012-06-22,64.4,10.24
2012-06-23,62.6,11.39
2012-06-24,62.6,9.21
2012-06-25,62.6,4.72
2012-06-26,64.4,11.39
2012-06-27,69.8,10.24
2012-06-28,69.8,12.77
2012-06-29,68.0,11.39
2012-06-30,66.2,6.9
2012-07-01,66.2,16.11
2012-07-02,64.4,14.96
2012-07-03,64.4,12.77
2012-07-04,66.2,19.45
2012-07-05,69.8,18.3
2012-07-06,66.2,14.96
2012-07-07,69.8,14.96
2012-07-08,68.0,14.96
2012-07-09,66.2,19.45
2012-07-10,68.0,18.3
2012-07-11,66.2,12.77
2012-07-12,66.2,12.77
2012-07-13,68.0,9.21
2012-07-14,69.8,11.39
2012-07-15,68.0,13.81
2012-07-16,68.0,9.21
2012-07-17,66.2,8.06
2012-07-18,64.4,6.9
2012-07-19,71.6,8.06
2012-07-20,68.0,11.39
2012-07-21,69.8,9.21
2012-07-22,64.4,14.96
2012-07-23,68.0,19.45
2012-07-24,69.8,19.45
2012-07-25,66.2,14.96
2012-07-26,64.4,8.06
2012-07-27,68.0,9.21
2012-07-28,68.0,10.24
2012-07-29,69.8,11.39
2012-07-30,69.8,12.77
2012-07-31,68.0,18.3
2012-08-01,68.0,19.45
2012-08-02,71.6,23.02
2012-08-03,75.2,14.96
2012-08-04,95.0,10.24
2012-08-05,93.2,13.81
2012-08-06,73.4,11.39
2012-08-07,69.8,9.21
2012-08-08,71.6,9.21
2012-08-09,69.8,16.11
2012-08-10,69.1,20.83
2012-08-11,71.1,21.86
2012-08-12,71.1,20.83
2012-08-13,71.1,18.3
2012-08-14,71.6,17.26
2012-08-15,78.8,16.11
2012-08-16,77.0,10.24
2012-08-17,71.6,10.24
2012-08-18,66.2,11.39
2012-08-19,66.2,9.21
2012-08-20,71.6,11.39
2012-08-21,73.4,21.86
2012-08-22,71.6,24.17
2012-08-23,69.8,25.32
2012-08-24,71.6,24.17
2012-08-25,71.6,19.45
2012-08-26,66.2,12.77
2012-08-27,71.6,11.39
2012-08-28,71.6,16.11
2012-08-29,71.6,9.21
2012-08-30,69.8,18.3
2012-08-31,68.0,23.02
2012-09-01,69.8,19.45
2012-09-02,69.8,18.3
2012-09-03,69.8,19.45
2012-09-04,69.8,11.39
2012-09-05,68.0,14.96
2012-09-06,68.0,11.39
2012-09-07,71.6,9.21
2012-09-08,66.2,10.24
2012-09-09,66.2,12.77
2012-09-10,68.0,16.11
2012-09-11,66.2,25.32
2012-09-12,86.0,23.02
2012-09-13,86.0,11.39
2012-09-14,80.6,11.39
2012-09-15,71.6,13.81
2012-09-16,68.0,16.11
2012-09-17,86.0,8.06
2012-09-18,80.6,10.24
2012-09-19,62.6,9.21
2012-09-20,62.6,5.87
2012-09-21,62.6,5.87
2012-09-22,69.8,9.21
2012-09-23,69.8,10.24
2012-09-24,68.0,13.81
2012-09-25,64.4,18.3
2012-09-26,66.2,16.11
2012-09-27,75.2,10.24
2012-09-28,73.4,10.24
2012-09-29,68.0,23.02
2012-09-30,69.8,20.83
2012-10-01,77.0,17.26
2012-10-02,73.4,20.83
2012-10-03,73.4,18.3
2012-10-04,77.0,14.96
2012-10-05,75.2,18.3
2012-10-06,78.8,13.81
2012-10-07,78.8,13.81
2012-10-08,68.0,11.39
2012-10-09,62.6,10.24
2012-10-10,59.0,5.87
2012-10-11,59.0,8.06
2012-10-12,57.2,9.21
2012-10-13,60.8,12.77
2012-10-14,62.6,18.3
2012-10-15,66.2,20.83
2012-10-16,66.2,24.17
2012-10-17,62.6,9.21
2012-10-18,73.4,10.24
2012-10-19,62.6,13.81
2012-10-20,55.4,10.24
2012-10-21,55.4,12.77
2012-10-22,53.6,11.39
2012-10-23,53.6,17.26
2012-10-24,51.8,12.77
2012-10-25,57.2,13.81
2012-10-26,57.2,14.96
2012-10-27,60.8,21.86
2012-10-28,60.8,23.02
2012-10-29,64.4,20.83
2012-10-30,64.4,14.96
2012-10-31,62.6,17.26
2012-11-01,60.8,11.39
2012-11-02,59.0,10.24
2012-11-03,60.8,8.06
2012-11-04,64.4,8.06
2012-11-05,64.4,9.21
2012-11-06,60.8,9.21
2012-11-07,57.2,8.06
2012-11-08,53.6,6.9
2012-11-09,50.0,11.39
2012-11-10,50.0,4.72
2012-11-11,50.0,8.06
2012-11-12,57.2,24.17
2012-11-13,55.4,4.72
2012-11-14,59.0,6.9
2012-11-15,57.2,9.21
2012-11-16,53.6,4.72
2012-11-17,57.2,23.02
2012-11-18,51.8,16.11
2012-11-19,60.8,44.88
2012-11-20,57.2,25.32
2012-11-21,53.6,20.83
2012-11-22,55.4,9.21
2012-11-23,57.2,18.3
2012-11-24,57.2,16.11
2012-11-25,51.8,5.87
2012-11-26,55.4,14.96
2012-11-27,57.2,8.06
2012-11-28,62.6,23.02
2012-11-29,60.8,14.96
2012-11-30,59.0,21.86
2012-12-01,55.4,27.5
2012-12-02,53.6,19.45
2012-12-03,55.4,17.26
2012-12-04,57.2,29.92
2012-12-05,51.8,13.81
2012-12-06,51.8,10.24
2012-12-07,51.8,13.81
2012-12-08,48.2,11.39
2012-12-09,50.0,4.72
2012-12-10,51.8,8.06
2012-12-11,50.0,11.39
2012-12-12,48.2,8.06
2012-12-13,48.2,5.87
2012-12-14,50.0,11.39
2012-12-15,46.4,16.11
2012-12-16,48.2,14.96
2012-12-17,55.4,36.94
2012-12-18,44.6,12.77
2012-12-19,50.0,28.88
2012-12-20,48.2,25.32
2012-12-21,50.0,12.77
2012-12-22,48.2,16.11
2012-12-23,44.6,13.81
2012-12-24,48.2,5.87
2012-12-25,48.2,20.83
2012-12-26,48.2,9.21
2012-12-27,48.2,10.24
2012-12-28,46.4,8.06
2012-12-29,46.4,9.21
2012-12-30,48.2,5.87
2012-12-31,46.4,8.06
2013-01-01,48.2,10.24
2013-01-02,50.0,16.11
2013-01-03,48.2,20.83
2013-01-04,53.6,11.39
2013-01-05,51.8,9.21
2013-01-06,50.0,6.9
2013-01-07,51.8,14.96
2013-01-08,53.6,24.17
2013-01-09,53.6,23.02
2013-01-10,44.6,9.21
2013-01-11,44.6,8.06
2013-01-12,44.6,5.87
2013-01-13,42.8,5.87
2013-01-14,41.0,5.87
2013-01-15,48.2,5.87
2013-01-16,51.8,5.87
2013-01-17,59.0,9.21
2013-01-18,59.0,5.87
2013-01-19,53.6,5.87
2013-01-20,50.0,5.87
2013-01-21,57.2,6.9
2013-01-22,60.8,6.9
2013-01-23,57.2,6.9
2013-01-24,51.8,5.87
2013-01-25,51.8,12.77
2013-01-26,50.0,9.21
2013-01-27,46.4,8.06
2013-01-28,46.4,18.3
2013-01-29,48.2,13.81
2013-01-30,50.0,11.39
2013-01-31,53.6,6.9
2013-02-01,57.2,8.06
2013-02-02,62.6,9.21
2013-02-03,57.2,6.9
2013-02-04,53.6,6.9
2013-02-05,53.6,17.26
2013-02-06,50.0,12.77
2013-02-07,50.0,16.11
2013-02-08,50.0,18.3
2013-02-09,48.2,20.83
2013-02-10,50.0,12.77
2013-02-11,50.0,14.96
2013-02-12,51.8,8.06
2013-02-13,51.8,10.24
2013-02-14,53.6,5.87
2013-02-15,62.6,8.06
2013-02-16,59.0,13.81
2013-02-17,50.0,13.81
2013-02-18,48.2,10.24
2013-02-19,50.0,13.81
2013-02-20,48.2,10.24
2013-02-21,46.4,17.26
2013-02-22,50.0,25.32
2013-02-23,50.0,21.86
2013-02-24,51.8,12.77
2013-02-25,50.0,19.45
2013-02-26,51.8,11.39
2013-02-27,53.6,10.24
2013-02-28,53.6,14.96
2013-03-01,55.4,11.39
2013-03-02,55.4,17.26
2013-03-03,51.8,13.81
2013-03-04,59.0,13.81
2013-03-05,57.2,10.24
2013-03-06,48.2,13.81
2013-03-07,53.6,10.24
2013-03-08,55.4,10.24
2013-03-09,55.4,9.21
2013-03-10,53.6,9.21
2013-03-11,53.6,5.87
2013-03-12,59.0,12.77
2013-03-13,59.0,11.39
2013-03-14,55.4,12.77
2013-03-15,57.2,12.77
2013-03-16,53.6,17.26
2013-03-17,50.0,13.81
2013-03-18,51.8,8.06
2013-03-19,51.8,8.06
2013-03-20,55.4,29.92
2013-03-21,50.0,18.3
2013-03-22,48.2,17.26
2013-03-23,50.0,10.24
2013-03-24,55.4,10.24
2013-03-25,57.2,9.21
2013-03-26,53.6,5.87
2013-03-27,60.8,9.21
2013-03-28,62.6,9.21
2013-03-29,62.6,11.39
2013-03-30,73.4,11.39
2013-03-31,73.4,10.24
2013-04-01,59.0,11.39
2013-04-02,55.4,10.24
2013-04-03,62.6,5.87
2013-04-04,62.6,20.83
2013-04-05,57.2,20.83
2013-04-06,55.4,23.02
2013-04-07,53.6,25.32
2013-04-08,53.6,19.45
2013-04-09,57.2,10.24
2013-04-10,57.2,20.83
2013-04-11,55.4,16.11
2013-04-12,53.6,16.11
2013-04-13,50.0,19.45
2013-04-14,50.0,12.77
2013-04-15,53.6,17.26
2013-04-16,57.2,18.3
2013-04-17,57.2,11.39
2013-04-18,57.2,10.24
2013-04-19,55.4,14.96
2013-04-20,53.6,9.21
2013-04-21,55.4,10.24
2013-04-22,66.2,16.11
2013-04-23,64.4,24.17
2013-04-24,75.2,21.86
2013-04-25,68.0,18.3
2013-04-26,68.0,16.11
2013-04-27,66.2,13.81
2013-04-28,59.0,12.77
2013-04-29,59.0,19.45
2013-04-30,55.4,19.45
2013-05-01,62.6,21.86
2013-05-02,71.6,17.26
2013-05-03,68.0,20.83
2013-05-04,84.2,25.32
2013-05-05,86.0,19.45
2013-05-06,86.0,16.11
2013-05-07,64.4,10.24
2013-05-08,62.6,10.24
2013-05-09,62.6,9.21
2013-05-10,64.4,11.39
2013-05-11,73.4,11.39
2013-05-12,66.2,14.96
2013-05-13,60.8,16.11
2013-05-14,62.6,14.96
2013-05-15,60.8,10.24
2013-05-16,62.6,14.96
2013-05-17,60.8,13.81
2013-05-18,59.0,10.24
2013-05-19,59.0,24.17
2013-05-20,64.4,19.45
2013-05-21,62.6,14.96
2013-05-22,53.6,10.24
2013-05-23,53.6,16.11
2013-05-24,57.2,10.24
2013-05-25,60.8,10.24
2013-05-26,60.8,14.96
2013-05-27,59.0,18.3
2013-05-28,59.0,13.81
2013-05-29,60.8,17.26
2013-05-30,62.6,12.77
2013-05-31,64.4,16.11
2013-06-01,66.2,16.11
2013-06-02,66.2,21.86
2013-06-03,64.4,19.45
2013-06-04,71.6,19.45
2013-06-05,71.6,16.11
2013-06-06,66.2,14.96
2013-06-07,68.0,13.81
2013-06-08,66.2,21.86
2013-06-09,64.4,29.92
2013-06-10,62.6,28.88
2013-06-11,62.6,23.02
2013-06-12,62.6,13.81
2013-06-13,64.4,12.77
2013-06-14,66.2,13.81
2013-06-15,68.0,14.96
2013-06-16,66.2,9.21
2013-06-17,68.0,12.77
2013-06-18,64.4,14.96
2013-06-19,64.4,13.81
2013-06-20,66.2,12.77
2013-06-21,68.0,14.96
2013-06-22,75.2,12.77
2013-06-23,73.4,10.24
2013-06-24,64.4,9.21
2013-06-25,64.4,14.96
2013-06-26,69.8,13.81
2013-06-27,69.8,9.21
2013-06-28,78.8,10.24
2013-06-29,78.8,10.24
2013-06-30,78.8,9.21
2013-07-01,75.2,12.77
2013-07-02,69.8,11.39
2013-07-03,69.1,17.26
2013-07-04,66.9,17.26
2013-07-05,66.2,16.11
2013-07-06,66.2,11.39
2013-07-07,64.9,11.39
2013-07-08,68.0,12.77
2013-07-09,68.0,17.26
2013-07-10,66.0,24.17
2013-07-11,64.9,19.68
2013-07-12,64.9,17.26
2013-07-13,68.0,19.68
2013-07-14,68.0,21.86
2013-07-15,73.9,20.83
2013-07-16,73.9,18.3
2013-07-17,70.0,12.77
2013-07-18,66.0,20.83
2013-07-19,66.0,20.83
2013-07-20,64.9,19.68
2013-07-21,64.0,16.11
2013-07-22,69.8,11.39
2013-07-23,68.0,11.39
2013-07-24,68.0,11.39
2013-07-25,69.8,18.3
2013-07-26,68.0,20.83
2013-07-27,68.0,19.45
2013-07-28,68.0,18.3
2013-07-29,68.0,16.11
2013-07-30,69.8,10.24
2013-07-31,68.0,10.24
2013-08-01,66.2,13.81
2013-08-02,68.0,11.39
2013-08-03,69.8,13.81
2013-08-04,68.0,11.39
2013-08-05,64.4,10.24
2013-08-06,68.0,10.24
2013-08-07,66.2,11.39
2013-08-08,69.8,16.11
2013-08-09,68.0,17.26
2013-08-10,66.2,11.39
2013-08-11,64.4,9.21
2013-08-12,71.6,11.39
2013-08-13,75.2,10.24
2013-08-14,73.4,9.21
2013-08-15,69.8,6.9
2013-08-16,75.2,10.24
2013-08-17,69.8,9.21
2013-08-18,75.2,13.81
2013-08-19,71.6,18.3
2013-08-20,71.6,20.83
2013-08-21,78.8,17.26
2013-08-22,71.6,13.81
2013-08-23,69.8,10.24
2013-08-24,71.6,10.24
2013-08-25,73.4,10.24
2013-08-26,73.4,14.96
2013-08-27,71.6,9.21
2013-08-28,71.6,4.72
2013-08-29,69.8,13.81
2013-08-30,32.0,12.77
2013-08-31,41.0,9.21
2013-09-01,77.0,13.81
2013-09-02,71.1,19.68
2013-09-03,72.0,16.11
2013-09-04,72.0,13.81
2013-09-05,70.0,11.39
2013-09-06,66.9,12.77
2013-09-07,73.0,12.77
2013-09-08,73.0,18.3
2013-09-09,73.0,17.26
2013-09-10,81.0,16.11
2013-09-11,81.0,17.26
2013-09-12,73.0,14.96
2013-09-13,64.9,6.9
2013-09-14,69.1,10.24
2013-09-15,69.1,10.24
2013-09-16,68.0,12.77
2013-09-17,68.0,10.24
2013-09-18,66.9,10.24
2013-09-19,73.0,12.77
2013-09-20,73.0,16.11
2013-09-21,64.9,12.77
2013-09-22,64.9,25.32
2013-09-23,64.0,13.81
2013-09-24,60.8,9.21
2013-09-25,60.8,10.24
2013-09-26,62.6,11.39
2013-09-27,62.6,14.96
2013-09-28,62.6,34.41
2013-09-29,62.1,27.73
2013-09-30,60.8,34.41
2013-10-01,60.8,18.3
2013-10-02,57.2,6.9
2013-10-03,60.8,10.24
2013-10-04,62.6,10.24
2013-10-05,68.0,3.34
2013-10-06,71.6,21.86
2013-10-07,60.8,13.81
2013-10-08,55.4,19.68
2013-10-09,60.8,13.81
2013-10-10,57.2,9.21
2013-10-11,57.2,999.0
2013-10-12,57.2,10.24
2013-10-13,62.6,11.39
2013-10-14,64.4,11.39
2013-10-15,68.0,12.77
2013-10-16,64.4,8.06
2013-10-17,59.0,999.0
2013-10-18,68.0,999.0
2013-10-19,64.4,3.34
2013-10-20,55.4,4.72
2013-10-21,64.4,4.72
2013-10-22,62.6,6.9
2013-10-23,53.6,999.0
2013-10-24,53.6,999.0
2013-10-25,55.4,3.34
2013-10-26,57.2,4.72
2013-10-27,59.0,18.3
2013-10-28,60.8,12.77
2013-10-29,60.8,11.39
2013-10-30,59.0,8.06
2013-10-31,55.4,4.72
2013-11-01,59.0,5.87
2013-11-02,55.4,23.02
2013-11-03,51.8,14.96
2013-11-04,50.0,999.0
2013-11-05,53.6,11.39
2013-11-06,55.4,4.72
2013-11-07,55.4,19.68
2013-11-08,51.8,14.96
2013-11-09,51.8,5.87
2013-11-10,60.8,4.72
2013-11-11,62.6,13.81
2013-11-12,59.0,10.24
2013-11-13,57.2,3.34
2013-11-14,53.6,999.0
2013-11-15,50.0,10.24
2013-11-16,51.8,19.68
2013-11-17,53.6,17.26
2013-11-18,53.6,17.26
2013-11-19,55.4,25.32
2013-11-20,48.2,11.39
2013-11-21,50.0,11.39
2013-11-22,53.6,19.68
2013-11-23,59.0,20.83
2013-11-24,60.8,13.81
2013-11-25,57.2,999.0
2013-11-26,51.8,8.06
2013-11-27,62.6,999.0
2013-11-28,57.2,999.0
2013-11-29,51.8,999.0
2013-11-30,51.8,4.72
2013-12-01,53.6,23.02
2013-12-02,53.6,24.17
2013-12-03,42.8,16.11
2013-12-04,41.0,9.21
2013-12-05,37.4,999.0
2013-12-06,33.8,19.68
2013-12-07,32.0,16.11
2013-12-08,32.0,8.06
2013-12-09,35.6,999.0
2013-12-10,42.8,999.0
2013-12-11,50.0,999.0
2013-12-12,48.2,10.24
2013-12-13,50.0,12.77
2013-12-14,48.2,999.0
2013-12-15,50.0,999.0
2013-12-16,53.6,999.0
2013-12-17,46.4,999.0
2013-12-18,46.4,12.77
2013-12-19,42.8,14.96
2013-12-20,46.4,9.21
2013-12-21,50.0,11.39
2013-12-22,50.0,6.9
2013-12-23,51.1,21.86
2013-12-24,48.2,999.0
2013-12-25,48.2,8.06
2013-12-26,53.6,3.34
2013-12-27,51.8,999.0
2013-12-28,46.4,6.9
2013-12-29,48.2,999.0
2013-12-30,50.0,5.87
2013-12-31,46.9,4.72
2014-01-01,53.6,999.0
2014-01-02,55.4,999.0
2014-01-03,51.8,13.81
2014-01-04,50.0,6.9
2014-01-05,59.0,21.86
2014-01-06,55.4,29.92
2014-01-07,50.0,9.21
2014-01-08,51.8,23.02
2014-01-09,50.0,21.86
2014-01-10,53.6,17.26
2014-01-11,53.6,39.13
2014-01-12,50.0,27.73
2014-01-13,51.8,13.81
2014-01-14,55.4,999.0
2014-01-15,53.6,5.87
2014-01-16,62.6,3.34
2014-01-17,66.2,999.0
2014-01-18,53.6,3.34
2014-01-19,50.0,999.0
2014-01-20,62.6,5.87
2014-01-21,60.8,11.39
2014-01-22,50.0,11.39
2014-01-23,57.2,24.17
2014-01-24,62.6,31.07
2014-01-25,60.8,16.11
2014-01-26,59.0,999.0
2014-01-27,55.4,999.0
2014-01-28,51.8,999.0
2014-01-29,51.8,25.32
2014-01-30,48.2,12.77
2014-01-31,46.4,9.21
2014-02-01,50.0,10.24
2014-02-02,50.0,9.21
2014-02-03,46.4,13.81
2014-02-04,41.0,9.21
2014-02-05,37.4,20.83
2014-02-06,32.0,26.35
2014-02-07,33.8,21.86
2014-02-08,35.6,23.02
2014-02-09,50.0,24.17
2014-02-10,51.8,14.96
2014-02-11,51.8,14.96
2014-02-12,53.6,34.41
2014-02-13,53.6,20.83
2014-02-14,53.6,23.02
2014-02-15,53.6,31.07
2014-02-16,51.8,33.26
2014-02-17,50.0,34.41
2014-02-18,51.8,26.35
2014-02-19,48.2,19.68
2014-02-20,48.2,18.3
2014-02-21,48.2,11.39
2014-02-22,50.0,10.24
2014-02-23,50.0,9.21
2014-02-24,51.1,12.77
2014-02-25,57.2,20.83
2014-02-26,55.4,20.83
2014-02-27,53.6,13.81
2014-02-28,62.6,16.11
2014-03-01,62.6,13.81
2014-03-02,53.1,24.17
2014-03-03,53.1,32.22
2014-03-04,55.4,18.3
2014-03-05,55.9,25.32
2014-03-06,55.9,35.79
2014-03-07,57.9,17.26
2014-03-08,57.9,28.88
2014-03-09,55.9,28.88
2014-03-10,54.0,19.68
2014-03-11,55.0,16.11
2014-03-12,61.0,8.06
2014-03-13,61.0,11.39
2014-03-14,55.9,20.83
2014-03-15,57.9,19.68
2014-03-16,57.9,19.68
2014-03-17,52.0,21.86
2014-03-18,52.0,14.96
2014-03-19,52.0,19.68
2014-03-20,50.0,18.3
2014-03-21,52.0,18.3
2014-03-22,55.9,17.26
2014-03-23,55.9,11.39
2014-03-24,66.9,23.02
2014-03-25,66.9,28.88
2014-03-26,55.9,25.32
2014-03-27,54.0,19.68
2014-03-28,55.4,21.86
2014-03-29,55.4,25.32
2014-03-30,53.6,17.26
2014-03-31,55.4,16.11
2014-04-01,55.4,16.11
2014-04-02,55.4,12.77
2014-04-03,55.4,12.77
2014-04-04,55.4,16.11
2014-04-05,53.6,16.11
2014-04-06,57.2,13.81
2014-04-07,62.6,10.24
2014-04-08,60.8,13.81
2014-04-09,57.2,19.68
2014-04-10,55.4,19.68
2014-04-11,57.2,23.02
2014-04-12,55.4,21.86
2014-04-13,71.6,16.11
2014-04-14,71.6,19.68
2014-04-15,55.4,19.68
2014-04-16,55.4,10.24
2014-04-17,53.6,17.26
2014-04-18,60.8,18.3
2014-04-19,57.2,21.86
2014-04-20,60.8,14.96
2014-04-21,60.8,12.77
2014-04-22,53.6,17.26
2014-04-23,53.6,16.11
2014-04-24,55.4,24.17
2014-04-25,55.4,13.81
2014-04-26,53.6,17.26
2014-04-27,55.4,19.68
2014-04-28,62.6,17.26
2014-04-29,77.0,11.39
2014-04-30,84.2,19.68
2014-05-01,82.4,14.96
2014-05-02,78.8,11.39
2014-05-03,59.0,12.77
2014-05-04,57.2,18.3
2014-05-05,59.0,16.11
2014-05-06,59.0,13.81
2014-05-07,59.0,12.77
2014-05-08,59.0,11.39
2014-05-09,55.4,14.96
2014-05-10,59.0,12.77
2014-05-11,60.8,16.11
2014-05-12,78.8,12.77
2014-05-13,80.6,13.81
2014-05-14,91.4,14.96
2014-05-15,84.2,11.39
2014-05-16,66.2,13.81
2014-05-17,62.6,11.39
2014-05-18,64.4,12.77
2014-05-19,62.6,11.39
2014-05-20,62.6,21.86
2014-05-21,62.6,21.86
2014-05-22,68.0,20.83
2014-05-23,68.0,13.81
2014-05-24,64.4,16.11
2014-05-25,62.6,13.81
2014-05-26,57.2,11.39
2014-05-27,63.0,12.77
2014-05-28,60.8,10.24
2014-05-29,63.0,12.77
2014-05-30,62.6,23.02
2014-05-31,62.6,20.83
2014-06-01,64.4,19.68
2014-06-02,62.6,17.26
2014-06-03,60.8,16.11
2014-06-04,62.6,21.86
2014-06-05,62.6,21.86
2014-06-06,64.4,20.83
2014-06-07,66.2,21.86
2014-06-08,66.2,17.26
2014-06-09,62.6,27.73
2014-06-10,64.4,24.17
2014-06-11,68.0,19.68
2014-06-12,64.4,17.26
2014-06-13,62.6,13.81
2014-06-14,62.6,12.77
2014-06-15,60.8,16.11
2014-06-16,60.8,14.96
2014-06-17,62.6,12.77
2014-06-18,64.4,12.77
2014-06-19,69.8,13.81
2014-06-20,64.4,18.3
2014-06-21,66.2,19.68
2014-06-22,69.8,14.96
2014-06-23,68.0,12.77
2014-06-24,69.8,9.21
2014-06-25,69.8,10.24
2014-06-26,62.6,10.24
2014-06-27,62.6,13.81
2014-06-28,66.2,13.81
2014-06-29,68.0,11.39
2014-06-30,73.4,13.81
2014-07-01,84.2,13.81
2014-07-02,80.6,14.96
2014-07-03,68.0,17.26
2014-07-04,69.8,19.68
2014-07-05,71.6,11.39
2014-07-06,77.0,11.39
2014-07-07,73.4,16.11
2014-07-08,69.8,20.83
2014-07-09,68.0,21.86
2014-07-10,68.0,24.17
2014-07-11,68.0,11.39
2014-07-12,68.0,8.06
2014-07-13,66.2,8.06
2014-07-14,66.2,12.77
2014-07-15,68.0,13.81
2014-07-16,68.0,12.77
2014-07-17,71.6,17.26
2014-07-18,68.0,20.83
2014-07-19,77.0,16.11
2014-07-20,71.6,17.26
2014-07-21,71.6,18.3
2014-07-22,73.4,13.81
2014-07-23,71.6,14.96
2014-07-24,66.2,13.81
2014-07-25,69.8,17.26
2014-07-26,69.8,19.68
2014-07-27,73.4,17.26
2014-07-28,73.4,13.81
2014-07-29,68.0,17.26
2014-07-30,69.8,16.11
2014-07-31,73.9,23.02
2014-08-01,73.9,20.83
2014-08-02,73.9,14.96
2014-08-03,73.9,9.21
2014-08-04,73.9,19.68
2014-08-05,70.0,19.68
2014-08-06,71.1,14.96
2014-08-07,71.1,17.26
2014-08-08,69.1,17.26
2014-08-09,71.1,23.02
2014-08-10,78.1,20.83
2014-08-11,78.1,16.11
2014-08-12,78.1,14.96
2014-08-13,64.0,12.77
2014-08-14,69.1,11.39
2014-08-15,69.1,8.06
2014-08-16,72.0,16.11
2014-08-17,72.0,19.68
2014-08-18,73.9,19.68
2014-08-19,73.9,16.11
2014-08-20,68.0,12.77
2014-08-21,71.1,10.24
2014-08-22,71.1,13.81
2014-08-23,77.0,12.77
2014-08-24,77.0,13.81
2014-08-25,79.0,14.96
2014-08-26,79.0,11.39
2014-08-27,73.9,16.11
2014-08-28,72.0,16.11
